Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
23,9,4,Others,1,Married,5,0,4,316.61,0
19,8,4,Laptop & Accessory,3,Single,6,0,4,178.99,0
15,13,4,Fashion,3,Single,3,0,,217.41,0
10,17,5,Laptop & Accessory,3,Married,3,1,8,181.73,0
19,12,6,Laptop & Accessory,5,Single,3,1,5,182.69,0
7,9,4,Laptop & Accessory,4,Single,10,0,8,176.47,0
10,7,5,Laptop & Accessory,1,Married,2,0,3,195.25,0
0,8,4,Mobile,2,Single,8,0,0,127.85,1
2,14,4,Laptop & Accessory,5,Single,2,0,4,173.98,0
17,8,1,Fashion,1,Married,2,1,7,178.79,0
2,16,3,Mobile,4,Married,1,0,1,132.91,0
27,11,3,Others,5,Married,5,0,2,294.06,0
22,10,4,Others,3,Divorced,3,0,0,287.11,0
1,32,4,Laptop & Accessory,5,Divorced,2,0,4,147.24,0
0,29,3,Fashion,5,Married,10,1,2,199.5,1
12,36,4,Laptop & Accessory,1,Single,3,0,10,149.06,0
1,7,4,Mobile Phone,4,Single,3,1,5,157.02,1
1,6,5,Laptop & Accessory,2,Divorced,1,0,5,166.74,0
17,14,4,Fashion,5,Divorced,10,0,,224.85,0
20,21,4,Mobile Phone,4,Married,11,1,4,174.63,1
9,30,3,Laptop & Accessory,4,Married,8,0,8,156.74,0
11,26,4,Fashion,4,Single,3,1,10,201.42,0
5,17,4,Laptop & Accessory,1,Married,4,1,5,190.83,0
8,,3,Mobile,2,Divorced,2,0,2,125.72,0
0,8,4,Mobile Phone,2,Single,2,0,0,111.02,1
8,6,3,Laptop & Accessory,3,Single,2,0,3,148.59,0
15,9,4,Grocery,4,Single,3,0,5,285.15,0
0,12,5,Laptop & Accessory,3,Divorced,5,1,7,161.72,1
1,29,4,Laptop & Accessory,3,Married,3,1,8,186.79,1
3,20,5,Laptop & Accessory,4,Married,6,1,4,165.25,0
7,11,5,Mobile Phone,4,Divorced,10,0,3,163.38,0
5,14,4,Laptop & Accessory,4,Divorced,2,1,9,152.28,0
0,15,3,Mobile Phone,1,Single,2,0,0,110.81,1
1,30,5,Laptop & Accessory,3,Married,3,0,9,160.4,0
10,6,5,Laptop & Accessory,1,Married,2,0,3,195.25,0
22,14,4,Laptop & Accessory,4,Married,2,0,7,151.3,0
7,10,3,Fashion,1,Married,3,1,0,197.13,0
13,,3,Mobile,4,Married,4,0,3,123.87,0
14,12,3,Mobile Phone,5,Single,3,1,17,147.21,0
6,9,4,Mobile Phone,4,Married,3,0,8,148.7,0
0,21,3,Mobile,1,Single,2,0,0,128.71,0
27,14,4,Others,3,Married,5,0,8,311.06,0
4,18,3,Mobile Phone,2,Divorced,9,1,2,139.29,0
6,9,4,Laptop & Accessory,4,Divorced,2,1,3,165.78,0
14,9,4,Laptop & Accessory,4,Married,9,0,4,182.15,0
0,16,4,Laptop & Accessory,1,Married,2,1,4,157.69,0
13,6,5,Others,2,Divorced,3,0,4,317.72,0
0,15,4,Mobile Phone,5,Married,4,0,2,144,1
1,18,4,Mobile Phone,5,Divorced,2,0,5,145.99,0
6,14,1,Mobile,5,Married,7,0,6,131.43,0
1,35,5,Laptop & Accessory,3,Married,4,0,,211.39,0
16,30,5,Laptop & Accessory,3,Single,3,0,8,168.32,0
9,25,4,Fashion,1,Single,4,0,,218.62,0
23,6,3,Laptop & Accessory,3,Married,1,0,13,163.47,0
30,13,3,Others,5,Married,6,0,10,295.66,0
24,16,4,Others,3,Married,6,1,1,318.31,0
1,16,4,Mobile Phone,4,Married,8,0,3,145.24,0
20,25,4,Laptop & Accessory,3,Married,4,0,9,173.1,0
16,18,4,Grocery,4,Married,2,0,9,243.36,0
10,6,3,Fashion,1,Single,5,0,2,174.91,0
16,10,4,Fashion,1,Single,4,0,17,202.31,0
18,15,3,Fashion,5,Married,5,1,2,207.61,0
6,23,3,Grocery,3,Single,2,0,0,274.44,0
8,26,4,Laptop & Accessory,4,Married,6,0,11,169.44,0
7,14,4,Laptop & Accessory,3,Married,3,0,9,184.68,0
,12,4,Mobile,3,Married,1,0,3,121.87,0
10,7,4,Laptop & Accessory,4,Divorced,2,0,6,177.28,0
26,7,5,Others,3,Married,2,0,10,324.99,0
27,23,3,Fashion,3,Divorced,9,0,8,207.39,0
29,21,3,Others,4,Single,10,0,16,312.22,0
0,9,3,Mobile,5,Single,1,0,4,131.02,1
1,12,4,Mobile Phone,3,Single,3,1,1,153.51,1
3,11,5,Mobile Phone,5,Married,3,0,1,146.09,0
13,20,4,Others,3,Single,2,0,9,296.26,0
6,12,2,Mobile Phone,1,Married,5,0,3,158.12,0
2,26,3,Laptop & Accessory,1,Married,3,0,2,169.31,0
6,9,3,Laptop & Accessory,2,Single,9,0,8,175.55,0
9,6,3,Laptop & Accessory,4,Divorced,1,0,5,152.28,0
9,10,3,Laptop & Accessory,4,Married,8,0,2,151.31,0
22,11,4,Fashion,2,Single,3,0,9,203.98,0
11,12,4,Mobile Phone,3,Married,2,0,4,137.02,0
11,21,4,Fashion,1,Married,1,1,,215.1,0
10,10,3,Mobile,3,Married,8,1,3,129.96,0
9,8,4,Laptop & Accessory,1,Single,2,0,8,138.86,0
1,9,5,Mobile Phone,2,Single,3,0,1,150.64,1
4,,4,Mobile,4,Single,1,1,2,126.57,0
21,12,4,Laptop & Accessory,3,Single,3,0,2,142.4,0
1,23,4,Mobile Phone,4,Married,11,0,3,153.11,0
9,7,5,Mobile Phone,3,Divorced,8,0,8,147.58,0
8,11,4,Laptop & Accessory,3,Married,11,0,3,190.38,0
9,16,4,Laptop & Accessory,3,Single,3,0,9,175.98,0
24,9,4,Grocery,3,Divorced,7,0,4,301.39,0
0,,4,Mobile,4,Married,2,0,0,125.96,1
,23,5,Mobile,3,Married,2,0,2,123.05,0
18,12,5,Mobile Phone,3,Single,5,0,4,156.62,0
1,10,4,Mobile Phone,3,Single,3,0,8,165.84,1
9,35,5,Mobile Phone,3,Married,2,0,3,149.3,0
7,25,3,Laptop & Accessory,4,Married,5,0,10,144.44,0
1,26,4,Mobile Phone,1,Married,5,0,3,161.69,0
11,15,4,Laptop & Accessory,4,Married,4,0,8,165.71,0
7,15,4,Laptop & Accessory,3,Married,2,0,3,196.04,0
5,,4,Mobile,4,Divorced,7,0,2,123.32,0
9,25,4,Laptop & Accessory,3,Divorced,3,0,1,171.01,0
3,14,4,Mobile Phone,5,Single,5,0,3,145.62,0
14,9,5,Mobile Phone,2,Single,2,1,4,148.42,0
1,12,4,Mobile Phone,5,Single,3,1,3,148.8,0
0,29,3,Fashion,5,Married,10,1,2,199.5,1
0,35,4,Mobile,4,Single,1,0,4,134.79,1
13,31,4,Laptop & Accessory,1,Single,9,0,8,166.08,0
17,6,3,Laptop & Accessory,3,Divorced,8,0,0,147.68,0
0,29,4,Fashion,5,Married,2,0,10,173.36,1
19,35,5,Grocery,4,Single,3,0,7,292.04,0
18,8,4,Laptop & Accessory,1,Married,2,0,9,157.7,0
13,18,4,Fashion,2,Divorced,3,0,8,201.54,1
12,7,4,Mobile Phone,5,Single,5,0,1,151.19,0
0,11,3,Mobile Phone,2,Single,2,0,0,110.51,0
13,18,4,Fashion,1,Married,3,0,8,201.54,1
14,10,5,Laptop & Accessory,4,Married,7,0,2,164.3,0
8,7,2,Laptop & Accessory,2,Married,2,0,,222.25,0
16,7,4,Laptop & Accessory,3,Married,3,0,7,174.07,0
7,8,4,Laptop & Accessory,5,Married,7,0,9,159.57,0
0,29,4,Laptop & Accessory,3,Divorced,4,1,1,159.16,1
8,8,4,Fashion,1,Single,3,0,,223.88,0
2,8,3,Laptop & Accessory,2,Single,2,0,9,145.54,0
20,,4,Mobile,1,Married,10,1,0,123.8,1
2,24,4,Laptop & Accessory,5,Married,3,0,9,170.58,0
0,,4,Mobile,3,Married,2,1,7,123.66,1
8,15,4,Fashion,3,Married,2,1,15,206.85,0
4,32,4,Laptop & Accessory,3,Divorced,9,1,3,172.36,0
21,23,2,Laptop & Accessory,3,Married,3,1,8,175.67,0
15,8,4,Mobile Phone,1,Married,5,0,1,152.82,0
13,16,4,Laptop & Accessory,4,Single,22,0,4,192.82,0
10,24,5,Laptop & Accessory,4,Married,4,0,4,180.07,0
4,13,1,Laptop & Accessory,1,Married,5,0,7,169.29,0
1,9,4,Mobile Phone,4,Married,11,0,3,159.68,0
0,17,2,Laptop & Accessory,3,Divorced,9,0,2,147.07,1
3,30,3,Mobile,3,Married,2,0,0,126.93,0
10,9,4,Mobile Phone,3,Single,6,0,10,150.19,0
24,9,4,Grocery,3,Married,7,0,4,301.39,0
7,8,3,Laptop & Accessory,2,Single,2,0,4,162.74,0
8,7,2,Mobile Phone,1,Single,4,0,4,157.8,0
7,7,2,Laptop & Accessory,4,Married,3,1,3,179.88,0
0,9,4,Mobile,1,Married,1,1,0,128.53,1
16,9,4,Mobile Phone,3,Married,2,1,1,151.96,0
9,9,3,Laptop & Accessory,4,Single,5,0,7,144.85,0
28,18,4,Grocery,1,Married,5,0,13,285.32,0
0,6,4,Laptop & Accessory,2,Divorced,7,0,2,147.75,0
1,22,4,Fashion,3,Married,9,1,8,261.1,1
9,9,3,Mobile Phone,4,Married,2,0,7,136.92,0
29,27,4,Laptop & Accessory,1,Married,5,1,9,179.15,0
0,13,5,Laptop & Accessory,3,Single,2,1,6,160.74,1
9,17,4,Laptop & Accessory,3,Single,5,1,5,186.42,0
8,17,4,Laptop & Accessory,3,Married,3,1,8,165.01,0
2,13,3,Laptop & Accessory,1,Married,2,1,0,166.23,0
29,9,5,Grocery,5,Single,9,0,3,292.56,0
7,24,4,Grocery,3,Single,3,0,1,299.44,0
20,10,4,Grocery,3,Divorced,5,0,10,299.65,0
6,36,4,Mobile Phone,3,Single,11,0,8,165.25,0
27,8,4,Fashion,3,Divorced,7,0,0,206.86,0
3,7,4,Laptop & Accessory,5,Married,2,0,3,178.73,0
31,14,2,Laptop & Accessory,2,Married,2,1,10,177.2,0
,12,1,Mobile Phone,5,Married,2,1,0,116.01,1
30,9,4,Laptop & Accessory,2,Single,6,0,5,151.71,0
,9,3,Mobile,4,Single,5,0,2,120.88,0
1,23,4,Laptop & Accessory,5,Single,7,0,3,178.24,1
15,21,4,Mobile Phone,3,Married,6,0,9,149.51,0
18,36,4,Laptop & Accessory,1,Single,3,0,18,170.41,0
15,14,3,Others,1,Married,2,0,9,284.3,0
20,9,4,Fashion,1,Married,5,0,,210.78,0
4,32,4,Laptop & Accessory,3,Married,9,1,3,172.36,0
9,9,4,Laptop & Accessory,5,Married,4,0,1,175.93,0
2,12,4,Mobile,4,Married,2,0,0,128.04,0
0,15,3,Mobile Phone,5,Single,8,0,4,142,1
9,10,5,Mobile Phone,3,Married,3,0,1,137.81,0
1,21,4,Mobile Phone,5,Married,3,1,9,147.35,0
6,16,6,Laptop & Accessory,1,Married,2,0,8,171.68,0
1,31,6,Mobile Phone,2,Single,3,1,1,136.18,1
20,8,3,Laptop & Accessory,1,Married,6,0,4,150.7,0
12,30,3,Laptop & Accessory,1,Single,8,0,7,141.08,0
31,13,4,Mobile Phone,3,Married,10,0,3,147.67,0
1,21,4,Mobile Phone,1,Married,7,1,5,149.36,1
1,7,4,Laptop & Accessory,3,Divorced,2,0,3,173.98,0
10,31,3,Laptop & Accessory,3,Married,4,1,7,144.49,0
3,10,5,Fashion,3,Divorced,3,0,8,244.35,0
4,10,1,Mobile Phone,3,Married,9,0,2,139.78,0
4,11,3,Mobile,4,Married,2,0,2,127.89,0
4,7,4,Mobile Phone,4,Divorced,2,1,8,160.79,0
5,9,6,Mobile Phone,1,Married,3,1,1,136.29,0
6,17,4,Fashion,1,Single,4,0,1,237.44,0
0,,3,Mobile,1,Single,3,0,2,125.8,0
28,8,4,Mobile,1,Married,9,0,4,126.62,0
22,8,3,Others,1,Married,4,0,3,291.61,0
5,16,5,Mobile Phone,4,Single,2,1,3,151.57,0
19,6,1,Grocery,5,Single,2,0,12,275.67,0
7,21,3,Grocery,5,Married,8,0,9,270.07,0
2,8,3,Laptop & Accessory,1,Single,2,0,9,145.54,0
28,32,4,Others,1,Married,2,0,13,295.86,0
1,22,6,Laptop & Accessory,1,Married,8,1,3,179.4,1
1,10,4,Mobile Phone,5,Single,2,0,5,156.02,1
13,22,3,Mobile,3,Married,10,0,0,135.44,0
17,17,4,Mobile Phone,2,Single,2,0,8,149.55,0
16,12,4,Others,3,Married,8,0,14,293.92,0
7,19,3,Fashion,3,Married,2,0,1,186.28,0
8,15,2,Laptop & Accessory,3,Married,4,0,3,169.04,0
0,7,3,Mobile,1,Married,5,0,2,132.29,0
,6,5,Mobile,4,Single,8,1,7,122.16,1
15,23,2,Laptop & Accessory,5,Single,4,1,2,165.45,0
1,23,4,Fashion,3,Married,4,0,1,206.61,1
7,9,3,Laptop & Accessory,4,Married,2,0,9,154.33,0
16,13,4,Fashion,5,Married,11,0,8,258.48,0
16,22,3,Grocery,2,Divorced,6,1,9,260.64,0
4,9,3,Mobile,5,Married,2,1,3,130.65,0
0,35,3,Mobile Phone,5,Married,2,0,2,139.07,0
2,36,4,Laptop & Accessory,5,Divorced,9,1,1,191.73,1
8,,3,Mobile,1,Married,2,0,2,125.72,0
1,7,4,Mobile Phone,2,Single,3,0,1,141.11,0
1,18,4,Mobile Phone,4,Married,3,0,3,147.44,0
1,14,6,Laptop & Accessory,3,Single,3,1,7,185.74,1
8,8,3,Laptop & Accessory,4,Single,6,0,2,144.25,0
6,10,4,Laptop & Accessory,5,Divorced,3,0,4,192.25,0
10,19,3,Laptop & Accessory,1,Married,2,0,7,142.85,0
11,36,4,Fashion,4,Married,3,1,10,243.49,1
19,,3,Mobile,1,Single,2,0,0,125.87,1
6,8,4,Fashion,1,Married,3,0,,229.22,0
19,30,4,Laptop & Accessory,5,Divorced,3,1,9,161.33,0
1,17,4,Laptop & Accessory,5,Single,3,0,9,167.13,1
6,23,3,Grocery,3,Single,2,0,0,274.44,0
31,31,3,Fashion,2,Married,5,1,,219.39,0
5,15,3,Laptop & Accessory,1,Married,2,1,5,163.22,0
1,12,2,Mobile Phone,3,Single,5,1,4,149.32,1
8,17,2,Laptop & Accessory,1,Married,3,0,3,172.24,0
8,9,4,Laptop & Accessory,1,Single,3,0,5,187.74,0
27,10,4,Grocery,3,Divorced,5,1,4,300.84,0
21,9,5,Mobile Phone,2,Single,3,1,3,157.94,0
4,14,4,Laptop & Accessory,5,Married,9,0,3,172.79,0
5,35,4,Mobile,4,Single,2,0,1,128.37,0
28,8,3,Fashion,4,Married,4,0,,209.76,0
5,18,4,Mobile Phone,2,Divorced,5,1,3,148.56,0
10,11,3,Laptop & Accessory,1,Married,8,0,4,163.47,0
0,22,3,Laptop & Accessory,5,Single,6,0,2,153.24,1
1,7,5,Mobile Phone,3,Married,3,0,4,145.07,0
16,17,4,Mobile Phone,3,Married,5,0,4,154.36,0
4,9,4,Mobile Phone,1,Single,2,0,8,150.64,0
,13,4,Mobile,4,Married,2,0,1,121.41,0
5,21,3,Laptop & Accessory,1,Married,6,0,2,166.67,0
1,19,4,Laptop & Accessory,1,Single,5,1,8,170.81,1
11,8,4,Fashion,3,Married,4,1,2,177.56,0
8,7,4,Mobile Phone,5,Married,7,0,4,154.96,0
1,17,4,Laptop & Accessory,2,Single,2,0,2,174.5,0
10,15,5,Fashion,5,Single,3,0,10,200.87,0
1,19,3,Mobile Phone,4,Single,3,0,1,152.16,1
14,10,5,Mobile Phone,3,Married,3,1,3,151.83,1
1,9,4,Mobile Phone,3,Single,8,0,2,168.82,1
1,12,5,Mobile Phone,3,Single,2,0,1,154.66,0
,16,4,Mobile Phone,4,Single,2,1,0,118.59,1
,14,1,Mobile,1,Married,2,0,1,122.69,0
12,9,4,Laptop & Accessory,3,Married,1,0,7,130.69,0
7,8,3,Laptop & Accessory,1,Single,2,0,11,166.87,0
6,9,3,Mobile,3,Married,2,1,0,129.09,0
9,8,6,Mobile Phone,1,Married,3,0,2,154.77,0
21,7,4,Others,1,Single,7,0,0,282.65,0
,9,4,Mobile,1,Single,1,0,1,120.45,0
10,9,4,Laptop & Accessory,4,Single,11,1,13,179.1,0
8,15,4,Laptop & Accessory,3,Single,5,0,4,186.42,0
3,11,3,Fashion,1,Married,3,0,4,194.19,0
10,16,3,Mobile,5,Married,7,0,3,134.52,0
1,9,5,Mobile Phone,3,Single,8,1,1,145.9,1
0,13,3,Mobile,3,Divorced,2,1,2,128.86,1
25,21,4,Laptop & Accessory,2,Divorced,6,0,8,174.36,0
14,9,2,Laptop & Accessory,3,Married,7,0,9,188.77,0
1,25,4,Mobile,5,Married,2,0,3,131.96,0
1,16,4,Mobile Phone,1,Single,3,0,3,151.1,0
11,8,3,Laptop & Accessory,3,Married,10,0,0,165.53,0
17,9,5,Fashion,1,Married,2,0,,226.69,1
10,17,3,Mobile Phone,3,Single,5,0,2,136.29,0
19,32,5,Laptop & Accessory,1,Married,2,0,9,184.06,0
,11,4,Mobile,5,Married,7,0,0,121.07,1
7,8,1,Mobile,1,Married,1,1,2,129.32,0
,7,3,Mobile,4,Single,2,1,2,123.02,1
3,15,6,Laptop & Accessory,5,Married,5,0,,222.15,0
4,12,5,Laptop & Accessory,3,Married,3,0,3,186.18,0
30,6,3,Others,5,Divorced,4,1,5,297.01,0
1,17,4,Mobile,3,Single,3,1,2,135.09,1
,9,3,Mobile Phone,2,Divorced,2,0,0,117.06,0
10,34,4,Laptop & Accessory,3,Married,8,0,8,177.37,0
1,8,6,Mobile Phone,3,Single,3,0,1,138.59,1
5,19,4,Others,3,Married,3,0,9,320.45,1
10,6,3,Fashion,2,Single,5,0,2,174.91,0
7,16,3,Laptop & Accessory,3,Married,2,1,7,140.01,0
15,11,3,Fashion,4,Single,10,1,7,184.46,1
17,10,3,Laptop & Accessory,4,Single,10,0,3,159.33,0
6,11,4,Fashion,2,Married,5,0,2,171.19,0
1,9,4,Mobile Phone,1,Married,8,1,3,162.22,1
28,24,3,Laptop & Accessory,4,Married,4,1,7,163.85,0
7,13,3,Mobile,1,Single,2,0,0,129.72,0
16,16,5,Others,1,Single,10,0,2,321.13,0
18,8,3,Laptop & Accessory,4,Divorced,1,0,7,148.05,0
19,30,4,Laptop & Accessory,5,Married,3,1,9,161.33,0
0,8,3,Mobile,3,Single,3,0,0,134.85,1
1,30,5,Laptop & Accessory,1,Married,9,1,1,166.57,0
19,8,3,Others,1,Married,8,1,2,293.28,0
15,26,4,Laptop & Accessory,5,Married,4,0,1,155.72,0
30,30,4,Grocery,4,Divorced,6,1,10,259.02,0
22,13,4,Fashion,3,Single,9,0,0,145,0
10,15,3,Fashion,4,Married,2,0,7,188.34,0
1,9,4,Mobile Phone,5,Married,5,0,1,148.22,0
3,12,4,Laptop & Accessory,2,Divorced,5,0,1,145.86,1
5,15,4,Fashion,2,Married,3,0,10,232.93,0
1,10,5,Mobile Phone,3,Single,3,0,3,155.33,0
11,18,4,Fashion,1,Married,3,1,8,246.85,0
13,,3,Mobile,3,Married,3,0,2,123.45,0
7,8,3,Laptop & Accessory,5,Single,1,1,2,145.38,0
2,8,3,Laptop & Accessory,1,Married,2,0,3,188.53,0
23,7,4,Grocery,3,Single,6,0,1,278.79,0
,7,3,Mobile,1,Married,2,0,3,120.44,0
10,33,1,Laptop & Accessory,3,Single,5,1,3,163.97,1
1,29,4,Mobile Phone,3,Single,3,1,1,141.75,1
13,,3,Mobile,1,Married,9,0,0,124.06,0
8,33,5,Mobile Phone,3,Married,3,0,1,145.29,0
1,11,4,Mobile Phone,3,Single,3,0,1,148.18,0
9,9,4,Fashion,1,Married,1,0,4,176.44,0
0,10,3,Mobile,4,Single,2,0,2,132.95,0
4,8,3,Laptop & Accessory,5,Single,8,0,3,153.32,0
1,11,3,Laptop & Accessory,5,Single,1,0,3,184.63,0
1,9,4,Laptop & Accessory,3,Single,3,1,5,169.78,0
10,7,4,Laptop & Accessory,4,Married,2,0,6,177.28,0
1,17,4,Fashion,5,Married,3,0,,212.93,0
11,6,4,Laptop & Accessory,2,Single,5,0,1,186.86,0
13,13,2,Fashion,3,Married,4,0,7,207.37,0
9,14,4,Fashion,3,Single,5,0,,227.21,0
3,14,4,Laptop & Accessory,1,Married,3,1,1,191.23,0
4,36,4,Laptop & Accessory,5,Married,10,0,4,166.15,0
14,13,1,Mobile,3,Married,2,0,8,133.76,0
1,21,4,Mobile Phone,3,Single,3,0,1,140.14,0
,27,3,Mobile,2,Divorced,8,0,2,122.58,0
2,6,3,Laptop & Accessory,3,Married,2,0,9,143.19,0
1,28,5,Mobile Phone,5,Married,2,0,1,147.96,0
,31,3,Mobile,4,Married,2,1,8,120.22,1
5,10,4,Laptop & Accessory,3,Divorced,2,0,8,161.62,0
2,,4,Mobile,2,Married,7,0,3,125.32,0
1,9,4,Laptop & Accessory,1,Married,2,0,3,167.27,0
14,9,4,Laptop & Accessory,4,Married,3,0,4,189.38,0
9,10,4,Laptop & Accessory,2,Single,2,0,8,158.1,0
8,34,4,Mobile Phone,4,Single,4,0,3,148.11,0
9,30,4,Mobile Phone,5,Married,5,1,3,165.14,0
27,11,3,Others,5,Divorced,5,0,2,294.06,0
11,10,4,Laptop & Accessory,4,Single,5,0,2,166.07,0
9,6,3,Laptop & Accessory,2,Single,5,0,0,166.53,0
,8,3,Mobile,4,Married,5,0,2,121.87,0
0,28,3,Laptop & Accessory,3,Married,2,1,7,161.79,1
1,13,2,Mobile Phone,1,Married,2,0,8,150.44,0
20,10,3,Laptop & Accessory,1,Single,2,1,7,141.63,0
31,7,4,Laptop & Accessory,3,Married,4,0,3,192.55,0
19,24,3,Laptop & Accessory,3,Married,3,0,8,148.1,0
13,15,4,Mobile Phone,3,Divorced,3,0,8,162.55,0
26,13,3,Others,3,Married,4,0,7,286.06,0
6,14,3,Mobile Phone,4,Divorced,3,0,4,152.94,0
5,6,3,Mobile,2,Married,1,0,2,123.14,0
13,17,4,Laptop & Accessory,5,Married,4,0,8,178.77,0
5,14,1,Laptop & Accessory,2,Divorced,2,0,8,162.09,0
8,8,5,Mobile Phone,4,Married,7,0,3,157.94,0
3,10,4,Laptop & Accessory,3,Married,6,1,1,177.38,1
0,10,4,Mobile,1,Married,1,0,4,131.62,0
16,21,4,Grocery,3,Married,2,0,11,276.03,0
18,14,3,Laptop & Accessory,1,Married,10,0,8,136.97,0
2,29,3,Mobile Phone,5,Single,1,0,3,139.04,1
7,,3,Mobile,5,Divorced,5,0,2,123.62,1
7,7,2,Laptop & Accessory,5,Married,3,0,9,165.37,0
6,15,2,Laptop & Accessory,2,Divorced,3,0,9,187.09,0
13,26,4,Laptop & Accessory,1,Married,10,0,3,164.02,0
2,23,2,Laptop & Accessory,5,Single,2,0,8,181.61,0
1,23,3,Laptop & Accessory,5,Married,2,0,8,145.58,0
6,14,3,Laptop & Accessory,3,Married,1,0,2,171.04,0
25,16,4,Mobile Phone,1,Married,5,0,4,145.75,0
9,16,5,Fashion,3,Divorced,3,1,16,231.85,0
14,9,4,Mobile Phone,3,Married,4,0,3,148.45,0
7,,3,Mobile,5,Married,5,0,2,123.62,1
13,10,3,Laptop & Accessory,4,Divorced,11,0,7,188.89,0
0,30,4,Laptop & Accessory,4,Single,1,1,10,145.99,1
25,14,3,Mobile,5,Divorced,10,0,4,129.5,0
6,14,3,Laptop & Accessory,3,Single,3,1,0,163.88,0
5,15,4,Laptop & Accessory,1,Single,3,0,9,169.24,0
4,14,4,Laptop & Accessory,3,Married,3,0,10,159.91,0
11,7,6,Laptop & Accessory,1,Married,3,0,,220.25,0
12,21,4,Laptop & Accessory,4,Married,2,0,,224.24,0
15,7,3,Fashion,5,Divorced,3,0,8,208.92,0
4,14,4,Laptop & Accessory,5,Married,9,0,3,172.79,0
14,6,4,Others,3,Married,2,0,10,291.89,0
1,11,4,Fashion,5,Single,2,1,,220.82,1
8,15,2,Laptop & Accessory,3,Married,3,0,9,192.99,0
1,33,5,Mobile Phone,3,Married,3,1,4,153.14,0
0,,5,Mobile,5,Married,2,0,1,124.51,0
9,9,3,Laptop & Accessory,4,Single,5,0,7,144.85,0
11,18,4,Fashion,2,Married,3,1,8,246.85,0
23,25,4,Laptop & Accessory,2,Married,3,1,8,193.04,0
1,27,4,Laptop & Accessory,3,Single,3,0,,224.81,0
5,12,4,Laptop & Accessory,5,Single,2,0,,224.36,0
17,7,1,Laptop & Accessory,5,Married,3,0,2,150.33,0
16,15,4,Others,2,Married,3,0,10,309.3,0
1,7,5,Laptop & Accessory,5,Divorced,7,0,1,167.98,0
8,17,4,Mobile Phone,3,Married,3,1,1,147.2,0
16,9,6,Others,1,Married,3,0,10,323.45,1
,9,3,Mobile Phone,3,Single,2,0,0,114.2,1
7,15,5,Mobile Phone,1,Single,2,0,3,148.42,0
18,10,5,Fashion,3,Married,5,0,3,197.56,0
23,13,5,Grocery,3,Married,4,1,13,264.66,0
4,23,2,Laptop & Accessory,3,Married,5,0,8,177.94,0
23,6,3,Others,1,Married,4,0,6,295.17,0
23,14,4,Fashion,4,Married,5,0,,229.66,0
1,17,2,Mobile Phone,3,Married,4,0,3,145.73,0
23,29,4,Grocery,4,Married,5,0,3,289.13,0
4,15,3,Fashion,4,Married,2,0,8,206.48,0
0,19,3,Laptop & Accessory,5,Married,3,0,2,142.33,1
6,9,4,Mobile Phone,5,Married,3,0,1,153.27,0
21,22,3,Laptop & Accessory,3,Married,9,0,7,164.39,0
6,7,5,Mobile Phone,4,Married,8,0,3,148.32,0
,31,3,Mobile,4,Married,2,1,8,120.22,1
19,6,3,Mobile,5,Single,7,0,7,134.23,0
20,9,4,Others,5,Single,5,0,2,314.47,0
4,15,3,Fashion,4,Married,2,0,8,206.48,0
1,12,3,Mobile Phone,4,Married,3,1,3,148.28,0
7,22,4,Laptop & Accessory,1,Married,2,1,2,37,0
0,8,3,Mobile,5,Divorced,8,0,7,127.07,1
18,8,4,Grocery,1,Married,10,0,8,267.92,0
1,11,5,Mobile Phone,3,Single,7,0,3,163.94,1
15,34,4,Laptop & Accessory,1,Married,1,0,4,145.23,0
26,9,5,Mobile Phone,1,Single,9,0,3,157.12,0
5,14,5,Fashion,3,Divorced,3,0,,214.43,0
14,26,4,Laptop & Accessory,1,Married,10,1,8,152.41,0
,13,1,Mobile,1,Married,5,0,2,120.89,0
6,34,3,Laptop & Accessory,3,Married,2,1,7,152.07,0
17,9,4,Laptop & Accessory,1,Married,3,1,9,203.47,0
0,,4,Mobile,5,Married,5,1,0,123.35,1
1,30,2,Mobile Phone,1,Married,3,1,5,152.25,0
14,19,4,Laptop & Accessory,5,Married,4,0,8,169.48,0
13,12,3,Grocery,1,Single,2,1,7,264.37,0
14,21,5,Others,3,Single,3,0,10,321.26,0
13,8,3,Laptop & Accessory,4,Married,8,0,3,157.15,0
0,8,5,Mobile,2,Divorced,6,1,2,134.64,1
19,7,3,Mobile,5,Single,7,0,7,134.23,0
8,8,4,Fashion,4,Married,3,0,4,202.74,0
17,35,3,Laptop & Accessory,1,Single,2,0,17,145.41,0
4,23,4,Mobile Phone,1,Married,3,0,9,153.62,0
1,19,4,Laptop & Accessory,1,Single,5,1,8,170.81,1
8,9,4,Laptop & Accessory,5,Single,2,1,3,170.38,0
1,16,5,Mobile Phone,4,Married,3,0,1,151.94,0
14,23,4,Fashion,1,Single,8,1,4,204.45,0
23,23,4,Mobile Phone,5,Married,6,1,3,150.87,0
6,6,4,Mobile,5,Single,4,1,2,127.99,0
1,29,4,Mobile Phone,3,Married,6,1,2,146.32,1
26,,3,Laptop & Accessory,2,Single,3,0,2,124.5,0
5,14,4,Laptop & Accessory,5,Divorced,3,0,13,168.06,0
19,9,4,Others,5,Divorced,7,1,5,323.59,1
,15,3,Mobile,1,Married,2,0,4,120.7,0
